ShowCount,GeneralCount,GoodRateShow,GoodRateStyle,GeneralRateShow,Score2Count,AverageScore,PoorRateStyle,CommentCount,GoodRate,AfterCount,PoorRate,GeneralRate,ProductId,SkuId,GeneralRateStyle,Score5Count,Score4Count,PoorRateShow,GoodCount,PoorCount,Score1Count,Score3Count
0,0,100,150,0,0,5,0,109,1.0,0,0.0,0.0,1804664523,1804664523,0,109,0,0,109,0,0,0
6,2,95,142,5,1,5,0,38,0.948,0,0.0,0.052,10285825191,10285825191,8,34,2,0,36,0,0,1
78,29,98,147,1,9,5,1,2715,0.984,1,0.006,0.01,10189089492,10189089492,2,2607,62,1,2669,17,17,20
2,0,100,150,0,0,5,0,2,1.0,0,0.0,0.0,1569344342,1569344342,0,2,0,0,2,0,0,0
62,45,98,146,1,14,5,2,4360,0.98,1,0.01,0.01,1417346724,1417346724,2,4206,64,1,4270,45,45,31
1,3,100,150,0,1,5,0,1377,0.996,0,0.002,0.002,10558749326,10558749326,0,1362,8,0,1370,4,4,2
1,0,100,150,0,0,5,0,3,1.0,0,0.0,0.0,10845044192,10845044192,0,3,0,0,3,0,0,0
3,0,100,150,0,0,5,0,6,1.0,0,0.0,0.0,1562583052,1562583052,0,6,0,0,6,0,0,0
24,2,99,149,1,0,5,0,269,0.993,1,0.0,0.007,10112711694,10112711694,1,265,2,0,267,0,0,2
0,1,93,140,7,0,5,0,15,0.934,0,0.0,0.066,10068427378,10068427378,10,14,0,0,14,0,0,1
9,6,98,148,1,1,5,1,621,0.982,0,0.009,0.009,1217601527,1217601527,1,584,25,1,609,6,6,5
2,0,100,150,0,0,5,0,26,1.0,1,0.0,0.0,10718806716,10718806716,0,26,0,0,26,0,0,0
0,0,100,150,0,0,5,0,9,1.0,0,0.0,0.0,1311293718,1311293718,0,9,0,0,9,0,0,0
1,0,91,136,0,0,5,14,11,0.91,0,0.09,0.0,10315930815,10315930815,0,10,0,9,10,1,1,0
2,0,90,135,0,0,5,15,10,0.9,0,0.1,0.0,1114610602,1114610602,0,8,1,10,9,1,1,0
69,31,98,147,1,12,5,1,2216,0.979,0,0.008,0.013,1453747921,1453747921,2,2129,38,1,2167,18,18,19
1,4,96,144,4,0,5,0,99,0.96,0,0.0,0.04,1176846307,1176846307,6,89,6,0,95,0,0,4
33,11,97,146,2,2,5,2,680,0.974,1,0.01,0.016,10028577154,10028577154,2,646,16,1,662,7,7,9
0,0,89,133,0,0,5,17,9,0.889,0,0.111,0.0,11302182213,11302182213,0,8,0,11,8,1,1,0
28,1,99,148,1,0,5,0,84,0.989,0,0.0,0.011,10113491100,10113491100,2,82,1,0,83,0,0,1
0,0,100,150,0,0,5,0,0,1.0,0,0.0,0.0,11768627027,11768627027,0,0,0,0,0,0,0,0
4,1,100,150,0,0,5,0,709,0.998,0,0.001,0.001,1717676195,1717676195,0,706,1,0,707,1,1,1
1,1,67,100,33,1,4,0,3,0.667,1,0.0,0.333,10998361535,10998361535,50,2,0,0,2,0,0,0
45,2,100,150,0,1,5,0,911,0.996,1,0.002,0.002,10951829090,10951829090,0,898,9,0,907,2,2,1
0,0,100,150,0,0,5,0,0,1.0,0,0.0,0.0,10380246416,10380246416,0,0,0,0,0,0,0,0
2,0,97,146,0,0,5,4,40,0.975,0,0.025,0.0,10461141822,10461141822,0,35,4,3,39,1,1,0
0,0,97,145,0,0,5,5,29,0.966,0,0.034,0.0,1557656500,1557656500,0,25,3,3,28,1,1,0
6,0,97,146,0,0,5,4,70,0.972,0,0.028,0.0,10112651243,10112651243,0,68,0,3,68,2,2,0
0,0,100,150,0,0,5,0,0,1.0,0,0.0,0.0,11428909642,11428909642,0,0,0,0,0,0,0,0
10,5,98,148,1,1,5,1,682,0.986,3,0.007,0.007,10345806925,10345806925,1,646,26,1,672,5,5,4
150,25,96,145,2,8,5,2,1067,0.962,1,0.015,0.023,1772082566,1772082566,3,993,32,2,1025,17,17,17
0,0,100,150,0,0,5,0,2,1.0,0,0.0,0.0,11113194623,11113194623,0,2,0,0,2,0,0,0
4,1,97,145,3,1,5,0,31,0.968,0,0.0,0.032,11129303723,11129303723,5,27,3,0,30,0,0,0
2,0,100,150,0,0,5,0,11,1.0,1,0.0,0.0,1596355688,1596355688,0,10,1,0,11,0,0,0
10,9,94,140,3,2,5,5,259,0.936,0,0.03,0.034,1035528876,1035528876,5,222,20,3,242,8,8,7
2,1,99,149,1,0,5,0,134,0.993,0,0.0,0.007,10283801553,10283801553,1,132,1,0,133,0,0,1
20,9,96,144,4,7,5,0,242,0.963,1,0.0,0.037,1447649996,1447649996,6,230,3,0,233,0,0,2
0,0,100,150,0,0,5,0,0,1.0,0,0.0,0.0,11595514576,11595514576,0,0,0,0,0,0,0,0
4,0,100,150,0,0,5,0,9,1.0,0,0.0,0.0,11792371737,11792371737,0,9,0,0,9,0,0,0
3,0,100,150,0,0,5,0,3,1.0,0,0.0,0.0,11782869468,11782869468,0,3,0,0,3,0,0,0
128,19,99,147,1,3,5,1,1296,0.982,8,0.004,0.014,11728380151,11728380151,2,1245,26,0,1271,6,6,16
0,0,100,150,0,0,5,0,0,1.0,0,0.0,0.0,12049847031,12049847031,0,0,0,0,0,0,0,0
0,0,100,150,0,0,5,0,2,1.0,0,0.0,0.0,10731570718,10731570718,0,2,0,0,2,0,0,0
58,182,92,138,6,46,5,3,2983,0.922,0,0.017,0.061,11593842985,11593842985,9,2092,656,2,2748,53,53,136
84,11,100,150,0,5,5,0,4846,0.997,3,0.001,0.002,1456039077,1456039077,0,4792,34,0,4826,9,9,6
101,38,99,148,1,10,5,1,4788,0.989,8,0.004,0.007,1343394042,1343394042,1,4683,46,0,4729,21,21,28
1,0,100,150,0,0,5,0,171,1.0,0,0.0,0.0,1325201626,1325201626,0,167,4,0,171,0,0,0
0,0,100,150,0,0,5,0,0,1.0,0,0.0,0.0,11262316603,11262316603,0,0,0,0,0,0,0,0
1,0,50,75,0,0,3,75,2,0.5,0,0.5,0.0,10983904412,10983904412,0,1,0,50,1,1,1,0
7,0,100,150,0,0,5,0,54,1.0,0,0.0,0.0,1754823380,1754823380,0,50,4,0,54,0,0,0
0,0,100,150,0,0,5,0,1,1.0,0,0.0,0.0,11373252022,11373252022,0,1,0,0,1,0,0,0
425,106,95,144,3,32,5,2,3805,0.958,11,0.015,0.027,1015001,1015001,4,3424,216,2,3640,59,59,74
4,1,91,138,2,0,5,10,59,0.917,0,0.067,0.016,1622360192,1622360192,2,52,2,7,54,4,4,1
5,2,92,138,8,1,5,0,25,0.92,0,0.0,0.08,11990122022,11990122022,12,22,1,0,23,0,0,1
22,5,96,145,3,1,5,1,176,0.967,1,0.005,0.028,1455094139,1455094139,4,164,6,1,170,1,1,4
0,0,100,150,0,0,5,0,12,1.0,0,0.0,0.0,1136780851,1136780851,0,12,0,0,12,0,0,0
3,0,87,131,0,0,5,19,8,0.875,0,0.125,0.0,11575187476,11575187476,0,7,0,13,7,1,1,0
0,1,0,0,100,0,3,0,1,0.0,0,0.0,1.0,10728788113,10728788113,150,0,0,0,0,0,0,1
122,29,97,145,2,7,5,2,1316,0.965,5,0.013,0.022,1579553637,1579553637,3,1220,49,1,1269,18,18,22
4,1,95,142,1,0,5,7,112,0.948,1,0.044,0.008,10085121769,10085121769,1,103,3,4,106,5,5,1
24,2,99,149,1,0,5,0,269,0.993,1,0.0,0.007,10112711685,10112711685,1,265,2,0,267,0,0,2
0,0,100,150,0,0,5,0,1,1.0,0,0.0,0.0,11391422162,11391422162,0,1,0,0,1,0,0,0
1,0,100,150,0,0,5,0,6,1.0,0,0.0,0.0,1597918630,1597918630,0,5,1,0,6,0,0,0
0,0,100,150,0,0,5,0,1,1.0,0,0.0,0.0,11500398830,11500398830,0,1,0,0,1,0,0,0
2,0,97,146,0,0,5,4,40,0.975,0,0.025,0.0,10461141818,10461141818,0,35,4,3,39,1,1,0
0,0,67,100,0,0,3,50,3,0.667,0,0.333,0.0,10420000196,10420000196,0,1,1,33,2,1,1,0
129,12,98,148,2,4,5,0,767,0.983,4,0.002,0.015,11027972020,11027972020,2,730,23,0,753,2,2,8
42,0,100,150,0,0,5,0,455,1.0,1,0.0,0.0,10403274575,10403274575,0,452,3,0,455,0,0,0
0,0,100,150,0,0,5,0,4,1.0,0,0.0,0.0,11549281068,11549281068,0,4,0,0,4,0,0,0
2,1,90,134,5,0,5,8,19,0.896,0,0.052,0.052,10031750113,10031750113,8,15,2,5,17,1,1,1
4,0,100,150,0,0,5,0,18,1.0,0,0.0,0.0,11285495103,11285495103,0,18,0,0,18,0,0,0
55,9,98,147,2,4,5,0,412,0.977,3,0.002,0.021,10802812984,10802812984,3,393,9,0,402,1,1,5
74,29,94,141,3,11,5,5,1136,0.944,2,0.031,0.025,1045686194,1045686194,4,1032,39,3,1071,36,36,18
10,3,100,150,0,1,5,0,1803,0.999,0,0.0,0.001,1618060292,1618060292,0,1789,10,0,1799,1,1,2
61,55,95,143,3,12,5,2,1692,0.953,0,0.015,0.032,1044801287,1044801287,5,1463,148,2,1611,26,26,43
1,2,50,75,50,1,4,0,4,0.5,0,0.0,0.5,10480134234,10480134234,75,2,0,0,2,0,0,1
2,0,100,150,0,0,5,0,10,1.0,0,0.0,0.0,10124349801,10124349801,0,10,0,0,10,0,0,0
10,5,95,142,3,2,5,3,160,0.951,0,0.018,0.031,1315694732,1315694732,5,144,8,2,152,3,3,3
0,0,100,150,0,0,5,0,13,1.0,0,0.0,0.0,1064254196,1064254196,0,12,1,0,13,0,0,0
13,8,91,136,5,1,5,6,157,0.912,0,0.038,0.05,1007571537,1007571537,8,121,22,4,143,6,6,7
9,2,94,141,4,0,5,3,50,0.94,0,0.02,0.04,10793311526,10793311526,6,45,2,2,47,1,1,2
1,0,100,150,0,0,5,0,1,1.0,0,0.0,0.0,10781343969,10781343969,0,1,0,0,1,0,0,0
0,0,100,150,0,0,5,0,3,1.0,0,0.0,0.0,11117532465,11117532465,0,2,1,0,3,0,0,0
0,0,100,150,0,0,5,0,2,1.0,0,0.0,0.0,1419137023,1419137023,0,2,0,0,2,0,0,0
101,38,99,148,1,10,5,1,4788,0.989,8,0.004,0.007,10988178803,10988178803,1,4683,46,0,4729,21,21,28
17,1,95,143,2,0,5,5,66,0.955,0,0.03,0.015,10243543628,10243543628,2,62,1,3,63,2,2,1
1,0,100,150,0,0,5,0,7,1.0,0,0.0,0.0,10450337815,10450337815,0,5,2,0,7,0,0,0
0,0,100,150,0,0,5,0,1,1.0,0,0.0,0.0,10840240490,10840240490,0,1,0,0,1,0,0,0
0,0,100,150,0,0,5,0,1,1.0,0,0.0,0.0,10943237115,10943237115,0,1,0,0,1,0,0,0
28,1,99,148,1,0,5,0,84,0.989,0,0.0,0.011,10113491094,10113491094,2,82,1,0,83,0,0,1
1,0,100,150,0,0,5,0,14,1.0,0,0.0,0.0,1771509321,1771509321,0,14,0,0,14,0,0,0
4,3,88,131,9,1,5,5,32,0.876,0,0.031,0.093,1622232206,1622232206,14,27,1,3,28,1,1,2
0,0,99,149,0,0,5,1,101,0.991,0,0.009,0.0,11040877017,11040877017,0,100,0,1,100,1,1,0
49,6,99,149,0,1,5,1,1567,0.99,0,0.007,0.003,1752980730,1752980730,0,1528,21,1,1549,12,12,5
6,1,99,148,0,1,5,1,242,0.988,0,0.008,0.004,10040232843,10040232843,1,231,8,1,239,2,2,0
0,0,100,150,0,0,5,0,1,1.0,0,0.0,0.0,10960393670,10960393670,0,1,0,0,1,0,0,0
6,0,100,150,0,0,5,0,16,1.0,0,0.0,0.0,10496284437,10496284437,0,16,0,0,16,0,0,0
2,1,80,120,20,0,5,0,5,0.8,0,0.0,0.2,11063681022,11063681022,30,4,0,0,4,0,0,1
1,1,96,146,2,0,5,2,66,0.97,0,0.015,0.015,1195431523,1195431523,2,58,6,2,64,1,1,1
0,0,100,150,0,0,5,0,0,1.0,0,0.0,0.0,1360846220,1360846220,0,0,0,0,0,0,0,0
24,1,100,150,0,0,5,0,1026,0.998,0,0.002,0.0,1601039575,1601039575,0,1015,7,0,1022,3,3,1
0,0,100,150,0,0,5,0,3,1.0,0,0.0,0.0,10154505291,10154505291,0,3,0,0,3,0,0,0
2,8,98,147,1,3,5,1,716,0.983,0,0.006,0.011,1478422500,1478422500,2,693,10,1,703,5,5,5
1,0,100,150,0,0,5,0,8,1.0,0,0.0,0.0,10108058861,10108058861,0,8,0,0,8,0,0,0
84,15,95,142,2,6,5,4,610,0.95,2,0.026,0.024,1013620689,1013620689,4,553,26,3,579,16,16,9
32,1,99,149,0,0,5,1,483,0.992,1,0.006,0.002,10051704146,10051704146,0,470,9,1,479,3,3,1
86,18,97,147,2,5,5,1,1091,0.975,1,0.009,0.016,11199460387,11199460387,2,1045,18,1,1063,10,10,13
8,1,98,148,2,0,5,0,63,0.985,0,0.0,0.015,10292076054,10292076054,2,61,1,0,62,0,0,1
41,4,96,144,2,2,5,3,215,0.964,1,0.018,0.018,11161494605,11161494605,3,204,3,2,207,4,4,2
5,1,95,143,5,0,5,0,21,0.953,0,0.0,0.047,10021814047,10021814047,7,20,0,0,20,0,0,1
4,2,95,143,5,1,5,0,41,0.952,2,0.0,0.048,10611690023,10611690023,7,39,0,0,39,0,0,1
0,0,100,150,0,0,5,0,3,1.0,0,0.0,0.0,10343356065,10343356065,0,3,0,0,3,0,0,0
3,0,100,150,0,0,5,0,5,1.0,0,0.0,0.0,11241657978,11241657978,0,5,0,0,5,0,0,0
0,0,100,150,0,0,5,0,203,1.0,0,0.0,0.0,11165569497,11165569497,0,202,1,0,203,0,0,0
5,1,100,150,0,1,5,0,296,0.994,1,0.003,0.003,1525848403,1525848403,0,289,5,0,294,1,1,0
5,2,95,143,5,0,5,0,43,0.954,0,0.0,0.046,10121971596,10121971596,7,40,1,0,41,0,0,2
3,1,88,132,6,0,5,9,16,0.876,0,0.062,0.062,1753595121,1753595121,9,14,0,6,14,1,1,1
1,0,100,150,0,0,5,0,2,1.0,0,0.0,0.0,10950052589,10950052589,0,2,0,0,2,0,0,0
7,3,97,145,2,0,5,2,148,0.967,0,0.013,0.02,11100325837,11100325837,3,136,7,1,143,2,2,3
0,0,100,150,0,0,5,0,2,1.0,0,0.0,0.0,10205388507,10205388507,0,2,0,0,2,0,0,0
7,2,99,148,1,0,5,0,135,0.986,0,0.0,0.014,11677766155,11677766155,2,133,0,0,133,0,0,2
2,0,100,150,0,0,5,0,146,1.0,0,0.0,0.0,10484030067,10484030067,0,146,0,0,146,0,0,0
0,0,100,150,0,0,5,0,0,1.0,0,0.0,0.0,11455890381,11455890381,0,0,0,0,0,0,0,0
11,5,97,146,2,1,5,1,240,0.972,0,0.008,0.02,1030771345,1030771345,3,215,18,1,233,2,2,4
3,0,95,143,0,0,5,7,21,0.953,0,0.047,0.0,10257465506,10257465506,0,20,0,5,20,1,1,0
1,0,100,150,0,0,5,0,8,1.0,0,0.0,0.0,1045651577,1045651577,0,8,0,0,8,0,0,0
27,2,100,150,0,0,5,0,676,0.998,0,0.0,0.002,1514357692,1514357692,0,672,2,0,674,0,0,2
3,0,100,150,0,0,5,0,94,1.0,0,0.0,0.0,10696218127,10696218127,0,92,2,0,94,0,0,0
0,0,100,150,0,0,5,0,1,1.0,0,0.0,0.0,11229227783,11229227783,0,1,0,0,1,0,0,0
0,0,100,150,0,0,5,0,0,1.0,0,0.0,0.0,11039424675,11039424675,0,0,0,0,0,0,0,0
1,1,67,100,33,1,4,0,3,0.667,0,0.0,0.333,11147474931,11147474931,50,2,0,0,2,0,0,0
55,9,98,147,2,4,5,0,412,0.977,3,0.002,0.021,10223059880,10223059880,3,393,9,0,402,1,1,5
135,36,93,140,4,14,5,4,896,0.931,0,0.029,0.04,1612909785,1612909785,6,782,52,3,834,26,26,22
19,4,98,147,1,1,5,2,617,0.983,0,0.011,0.006,10176406399,10176406399,1,593,13,1,606,7,7,3
0,0,100,150,0,0,5,0,4,1.0,0,0.0,0.0,10878671577,10878671577,0,3,1,0,4,0,0,0
5,0,100,150,0,0,5,0,38,1.0,0,0.0,0.0,11296275727,11296275727,0,38,0,0,38,0,0,0
2,0,96,144,0,0,5,6,25,0.96,0,0.04,0.0,1625822342,1625822342,0,22,2,4,24,1,1,0
408,181,96,144,2,54,5,3,8898,0.963,0,0.017,0.02,1426905485,1426905485,3,8312,247,2,8559,158,158,127
7,0,92,139,0,0,5,11,39,0.924,0,0.076,0.0,10379592671,10379592671,0,34,2,8,36,3,3,0
0,0,100,150,0,0,5,0,1,1.0,0,0.0,0.0,1471361520,1471361520,0,1,0,0,1,0,0,0
0,0,100,150,0,0,5,0,0,1.0,0,0.0,0.0,10428487648,10428487648,0,0,0,0,0,0,0,0
0,0,100,150,0,0,5,0,0,1.0,0,0.0,0.0,11805669304,11805669304,0,0,0,0,0,0,0,0
170,7,98,147,1,0,5,1,544,0.983,14,0.005,0.012,10675495805,10675495805,2,519,15,1,534,3,3,7
2,3,96,144,4,1,5,0,75,0.96,0,0.0,0.04,10669014697,10669014697,6,69,3,0,72,0,0,2
0,0,100,150,0,0,5,0,2,1.0,0,0.0,0.0,1586357520,1586357520,0,2,0,0,2,0,0,0
18,2,93,140,2,1,5,7,106,0.935,2,0.047,0.018,10941316219,10941316219,3,96,3,5,99,5,5,1
5,1,95,142,5,0,5,0,20,0.95,0,0.0,0.05,2299554,2299554,8,18,1,0,19,0,0,1
2,0,100,150,0,0,5,0,9,1.0,0,0.0,0.0,11680640890,11680640890,0,9,0,0,9,0,0,0
9,1,88,132,4,0,5,12,25,0.88,2,0.08,0.04,10652833006,10652833006,6,21,1,8,22,2,2,1
3,0,100,150,0,0,5,0,3,1.0,0,0.0,0.0,11703164970,11703164970,0,3,0,0,3,0,0,0
0,0,100,150,0,0,5,0,0,1.0,0,0.0,0.0,10850569141,10850569141,0,0,0,0,0,0,0,0
1,0,89,133,0,0,5,17,9,0.889,0,0.111,0.0,1569350673,1569350673,0,8,0,11,8,1,1,0
1,0,100,150,0,0,5,0,4,1.0,0,0.0,0.0,11225111840,11225111840,0,3,1,0,4,0,0,0
15,5,99,147,0,1,5,2,1001,0.982,1,0.014,0.004,10976415865,10976415865,1,972,9,1,981,15,15,4
1,0,100,150,0,0,5,0,11,1.0,0,0.0,0.0,10046676166,10046676166,0,11,0,0,11,0,0,0
27,2,99,149,1,0,5,0,254,0.99,2,0.003,0.007,10978796167,10978796167,1,243,8,0,251,1,1,2
0,0,100,150,0,0,5,0,6,1.0,0,0.0,0.0,1046665027,1046665027,0,6,0,0,6,0,0,0
3,4,96,144,4,2,5,0,105,0.962,0,0.0,0.038,1014201044,1014201044,6,90,11,0,101,0,0,2
1,2,100,150,0,0,5,0,666,0.997,0,0.0,0.003,1532362688,1532362688,0,661,3,0,664,0,0,2
170,7,98,147,1,0,5,1,544,0.983,14,0.005,0.012,10675495806,10675495806,2,519,15,1,534,3,3,7
3,0,90,135,0,0,5,15,10,0.9,0,0.1,0.0,10309784260,10309784260,0,9,0,10,9,1,1,0
71,117,92,138,5,31,5,5,2411,0.919,0,0.033,0.048,1131090344,1131090344,7,2061,152,3,2213,81,81,86
1,7,97,147,2,2,5,1,442,0.976,0,0.009,0.015,10079490861,10079490861,2,414,17,1,431,4,4,5
0,0,100,150,0,0,5,0,1,1.0,0,0.0,0.0,11965273513,11965273513,0,1,0,0,1,0,0,0
1,0,100,150,0,0,5,0,4,1.0,0,0.0,0.0,10403474951,10403474951,0,4,0,0,4,0,0,0
0,0,100,150,0,0,5,0,0,1.0,0,0.0,0.0,10876553301,10876553301,0,0,0,0,0,0,0,0
3,1,90,134,5,1,5,8,20,0.9,0,0.05,0.05,10194685461,10194685461,8,17,1,5,18,1,1,0
36,2,100,149,0,2,5,0,431,0.994,1,0.002,0.004,10957741830,10957741830,1,424,4,0,428,1,1,0
2,0,50,75,0,0,3,75,2,0.5,0,0.5,0.0,10360528190,10360528190,0,1,0,50,1,1,1,0
7,0,99,148,0,0,5,2,75,0.987,1,0.013,0.0,11159461247,11159461247,0,71,3,1,74,1,1,0
2,52,96,144,3,23,5,2,1820,0.96,0,0.012,0.028,10394247927,10394247927,4,1671,74,1,1745,23,23,29
157,12,96,145,2,4,5,3,711,0.961,10,0.023,0.016,11172298356,11172298356,2,651,31,2,682,17,17,8
0,0,100,150,0,0,5,0,0,1.0,0,0.0,0.0,10793872797,10793872797,0,0,0,0,0,0,0,0
1,0,100,150,0,0,5,0,2,1.0,0,0.0,0.0,1718241355,1718241355,0,2,0,0,2,0,0,0
3,2,98,146,1,0,5,2,189,0.98,0,0.01,0.01,1761797973,1761797973,2,183,2,1,185,2,2,2
259,39,97,145,2,8,5,2,1629,0.967,17,0.01,0.023,3760672,3760672,3,1508,65,1,1573,17,17,31
4,1,100,149,0,0,5,0,210,0.996,0,0.0,0.004,10540597668,10540597668,1,208,1,0,209,0,0,1
2,35,98,148,1,11,5,1,3772,0.984,0,0.007,0.009,1530200274,1530200274,1,3649,59,1,3708,29,29,24
11,2,97,147,2,0,5,1,119,0.976,3,0.008,0.016,10242635880,10242635880,2,109,7,1,116,1,1,2
39,7,97,144,2,1,5,2,284,0.962,0,0.014,0.024,1463225047,1463225047,4,259,14,1,273,4,4,6
78,39,96,143,2,6,5,3,1623,0.959,0,0.017,0.024,1147806421,1147806421,4,1497,58,2,1555,29,29,33
2,0,100,150,0,0,5,0,9,1.0,0,0.0,0.0,1670138997,1670138997,0,9,0,0,9,0,0,0
0,0,100,150,0,0,5,0,6,1.0,0,0.0,0.0,11159366279,11159366279,0,4,2,0,6,0,0,0
6,0,100,150,0,0,5,0,17,1.0,0,0.0,0.0,1666439954,1666439954,0,17,0,0,17,0,0,0
4,0,97,146,0,0,5,4,152,0.974,0,0.026,0.0,1030267982,1030267982,0,148,0,3,148,4,4,0
1,0,89,133,0,0,5,17,9,0.889,0,0.111,0.0,11265572570,11265572570,0,8,0,11,8,1,1,0
0,0,100,150,0,0,5,0,2,1.0,0,0.0,0.0,10363278126,10363278126,0,2,0,0,2,0,0,0
68,6,100,149,0,1,5,1,2133,0.994,0,0.004,0.002,1122849334,1122849334,0,2099,19,0,2118,9,9,5
67,19,94,141,4,2,5,3,472,0.937,0,0.023,0.04,10050070207,10050070207,6,417,25,2,442,11,11,17
1,0,100,150,0,0,5,0,18,1.0,0,0.0,0.0,1535219148,1535219148,0,18,0,0,18,0,0,0
40,10,98,146,1,2,5,2,802,0.976,0,0.012,0.012,1779412182,1779412182,2,761,21,1,782,10,10,8
0,0,100,150,0,0,5,0,1,1.0,0,0.0,0.0,11755412616,11755412616,0,1,0,0,1,0,0,0
8,3,93,139,5,0,5,3,57,0.931,0,0.017,0.052,1512677148,1512677148,8,49,4,2,53,1,1,3
0,1,60,90,20,1,4,30,5,0.6,0,0.2,0.2,11157026789,11157026789,30,3,0,20,3,1,1,0
148,11,96,144,2,3,5,3,611,0.961,14,0.021,0.018,11015762801,11015762801,3,559,28,2,587,13,13,8
0,0,100,150,0,0,5,0,33,1.0,0,0.0,0.0,10504717007,10504717007,0,33,0,0,33,0,0,0
4,1,100,150,0,1,5,0,746,0.997,0,0.002,0.001,1064731691,1064731691,0,737,6,0,743,2,2,0
0,0,67,100,0,0,3,50,3,0.667,1,0.333,0.0,10604732273,10604732273,0,1,1,33,2,1,1,0
0,2,90,136,10,0,5,0,21,0.905,0,0.0,0.095,10289631499,10289631499,14,19,0,0,19,0,0,2
0,0,100,150,0,0,5,0,7,1.0,0,0.0,0.0,1589429876,1589429876,0,7,0,0,7,0,0,0
0,0,100,150,0,0,5,0,2,1.0,0,0.0,0.0,10860638488,10860638488,0,2,0,0,2,0,0,0
99,33,97,146,2,7,5,1,1671,0.974,3,0.007,0.019,1015012,1015012,3,1544,82,1,1626,12,12,26
1,0,100,150,0,0,5,0,10,1.0,0,0.0,0.0,11197421133,11197421133,0,10,0,0,10,0,0,0
99,33,97,146,2,7,5,1,1671,0.974,3,0.007,0.019,1015006,1015006,3,1544,82,1,1626,12,12,26
63,35,98,147,1,14,5,1,2927,0.982,2,0.007,0.011,10432993191,10432993191,2,2813,56,1,2869,23,23,21
0,1,84,128,8,0,4,11,13,0.848,0,0.076,0.076,10394031023,10394031023,11,10,1,8,11,1,1,1
0,0,100,150,0,0,5,0,2,1.0,0,0.0,0.0,10561823253,10561823253,0,2,0,0,2,0,0,0
0,0,100,150,0,0,5,0,1,1.0,0,0.0,0.0,11643786824,11643786824,0,1,0,0,1,0,0,0
90,23,97,145,2,7,5,2,961,0.967,2,0.01,0.023,10111124127,10111124127,3,869,59,1,928,10,10,16
0,0,100,150,0,0,5,0,5,1.0,0,0.0,0.0,11797058783,11797058783,0,5,0,0,5,0,0,0
3,1,94,141,6,0,5,0,16,0.938,0,0.0,0.062,10030132557,10030132557,9,14,1,0,15,0,0,1
11,3,98,147,2,1,5,0,150,0.98,0,0.0,0.02,1011945526,1011945526,3,139,8,0,147,0,0,2
2,0,100,150,0,0,5,0,12,1.0,0,0.0,0.0,1504057535,1504057535,0,10,2,0,12,0,0,0
1,0,100,150,0,0,5,0,1,1.0,0,0.0,0.0,11992993074,11992993074,0,1,0,0,1,0,0,0
0,0,0,0,0,0,1,150,1,0.0,0,1.0,0.0,11687902767,11687902767,0,0,0,100,0,1,1,0
1,0,100,150,0,0,5,0,9,1.0,0,0.0,0.0,10129757082,10129757082,0,8,1,0,9,0,0,0
0,0,100,150,0,0,5,0,0,1.0,0,0.0,0.0,10112636606,10112636606,0,0,0,0,0,0,0,0
1,0,87,131,0,0,4,19,8,0.875,0,0.125,0.0,10402231764,10402231764,0,6,1,13,7,1,1,0
103,13,97,145,1,7,5,3,876,0.967,5,0.019,0.014,10601393087,10601393087,2,822,24,2,846,17,17,6
2,0,100,150,0,0,5,0,4,1.0,0,0.0,0.0,11131673247,11131673247,0,4,0,0,4,0,0,0
9,0,100,150,0,0,5,0,58,1.0,0,0.0,0.0,10733847185,10733847185,0,58,0,0,58,0,0,0
0,1,90,135,10,0,5,0,10,0.9,0,0.0,0.1,10289605092,10289605092,15,8,1,0,9,0,0,1
6,0,100,150,0,0,5,0,11,1.0,1,0.0,0.0,10702214310,10702214310,0,11,0,0,11,0,0,0
162,29,98,146,1,12,5,2,2601,0.975,4,0.014,0.011,10496887817,10496887817,2,2490,43,1,2533,39,39,17
0,0,100,150,0,0,5,0,4,1.0,0,0.0,0.0,11027458052,11027458052,0,3,1,0,4,0,0,0
0,0,100,150,0,0,5,0,4,1.0,0,0.0,0.0,11301343671,11301343671,0,4,0,0,4,0,0,0
2,0,100,150,0,0,5,0,31,1.0,0,0.0,0.0,11893523196,11893523196,0,31,0,0,31,0,0,0
17,4,98,148,1,1,5,1,579,0.989,0,0.005,0.006,1772672641,1772672641,1,567,5,1,572,3,3,3
1,1,90,135,10,0,5,0,10,0.9,0,0.0,0.1,1743103726,1743103726,15,9,0,0,9,0,0,1
1,0,100,150,0,0,5,0,2,1.0,0,0.0,0.0,10609458779,10609458779,0,2,0,0,2,0,0,0
5,0,100,150,0,0,5,0,12,1.0,0,0.0,0.0,11708772482,11708772482,0,12,0,0,12,0,0,0
757,138,96,144,2,37,5,3,6348,0.957,0,0.022,0.021,1703271,1703271,3,5856,214,2,6070,140,140,101
12,2,94,142,3,0,5,4,79,0.95,0,0.025,0.025,10629300353,10629300353,4,72,3,3,75,2,2,2
0,0,100,150,0,0,5,0,0,1.0,0,0.0,0.0,11259071142,11259071142,0,0,0,0,0,0,0,0
9,13,86,129,7,4,4,11,199,0.865,0,0.07,0.065,10500485006,10500485006,10,147,25,7,172,14,14,9
7,1,98,147,2,1,5,0,44,0.978,0,0.0,0.022,10285456670,10285456670,3,41,2,0,43,0,0,0
0,0,100,150,0,0,5,0,0,1.0,0,0.0,0.0,10541753172,10541753172,0,0,0,0,0,0,0,0
