ShowCount,GeneralCount,GoodRateShow,GoodRateStyle,GeneralRateShow,Score2Count,AverageScore,PoorRateStyle,CommentCount,GoodRate,AfterCount,PoorRate,GeneralRate,ProductId,SkuId,GeneralRateStyle,Score5Count,Score4Count,PoorRateShow,GoodCount,PoorCount,Score1Count,Score3Count
209,17,97,147,2,1,5,1,1079,0.977,3,0.008,0.015,3628426,3628426,2,1024,29,1,1053,9,9,16
2207,547,96,144,3,119,5,2,20733,0.963,27,0.011,0.026,1007344,1007344,4,18440,1516,1,19956,230,230,428
5698,1300,97,145,2,279,5,2,59188,0.968,159,0.011,0.021,2235846,2235846,3,53743,3435,1,57178,710,710,1021
259,39,97,145,2,8,5,2,1629,0.967,17,0.01,0.023,4068654,4068654,3,1508,65,1,1573,17,17,31
9324,2491,96,144,3,542,5,2,94016,0.963,77,0.011,0.026,1175572,1175572,4,84708,5695,1,90403,1122,1122,1949
807,349,97,145,2,66,5,1,14346,0.968,16,0.008,0.024,1087862,1087862,4,12634,1243,1,13877,120,120,283
1348,523,96,144,3,87,5,2,20556,0.964,34,0.011,0.025,3022144,3022144,4,18224,1576,1,19800,233,233,436
3842,1550,96,144,3,340,5,2,56821,0.962,53,0.011,0.027,313978,313978,4,48915,5686,1,54601,670,670,1210
127,36,96,144,3,6,5,2,1345,0.963,7,0.011,0.026,10046777489,10046777489,4,1238,56,1,1294,15,15,30
10,0,99,149,0,0,5,1,106,0.991,3,0.009,0.0,11608428411,11608428411,0,103,2,1,105,1,1,0
104,12,98,146,1,2,5,2,1116,0.977,3,0.013,0.01,1758515524,1758515524,2,1056,33,1,1089,15,15,10
155,16,97,145,2,4,5,2,932,0.971,8,0.012,0.017,3684731,3684731,3,880,24,1,904,12,12,12
4721,599,95,143,3,181,5,3,23668,0.957,241,0.018,0.025,3628488,3628488,4,21848,787,2,22635,434,434,418
1785,1597,94,141,5,310,5,2,33943,0.94,14,0.013,0.047,612033,612033,7,27006,4887,1,31893,453,453,1287
360,56,95,143,3,17,5,3,1988,0.953,8,0.019,0.028,1572422130,1572422130,4,1828,65,2,1893,39,39,39
4721,1029,97,145,2,249,5,2,43260,0.965,140,0.012,0.023,1537325,1537325,3,39286,2392,1,41678,553,553,780
9,10,98,147,1,1,5,1,858,0.983,2,0.006,0.011,11715808874,11715808874,2,830,12,1,842,6,6,9
119,15,98,148,1,1,5,1,2224,0.987,4,0.007,0.006,1802766476,1802766476,1,2162,30,1,2192,17,17,14
152,35,96,144,4,7,5,0,927,0.96,3,0.003,0.037,3352660,3352660,6,849,40,0,889,3,3,28
1048,162,95,144,3,52,5,2,6476,0.959,23,0.016,0.025,2213664,2213664,4,5942,264,2,6206,108,108,110
39,6,97,145,3,2,5,1,211,0.968,1,0.004,0.028,10391113978,10391113978,4,193,11,0,204,1,1,4
6,0,100,150,0,0,5,0,40,1.0,0,0.0,0.0,11290392644,11290392644,0,40,0,0,40,0,0,0
2608,297,97,145,2,83,5,2,14628,0.966,91,0.014,0.02,3528156,3528156,3,13634,491,1,14125,206,206,214
30,1,97,147,1,1,5,2,122,0.976,5,0.016,0.008,3392699,3392699,1,114,5,2,119,2,2,0
4721,1029,97,145,2,249,5,2,43260,0.965,140,0.012,0.023,1419322,1419322,3,39286,2392,1,41678,553,553,780
875,264,97,145,2,63,5,2,11138,0.964,20,0.013,0.023,920081,920081,3,9924,799,1,10723,151,151,201
20,2,99,148,1,1,5,0,184,0.99,0,0.0,0.01,10734885061,10734885061,2,179,3,0,182,0,0,1
875,264,97,145,2,63,5,2,11138,0.964,20,0.013,0.023,1559059,1559059,3,9924,799,1,10723,151,151,201
1,9,100,150,0,2,5,0,7257,0.999,4,0.0,0.001,1506123366,1506123366,0,7223,21,0,7244,4,4,7
106,16,97,146,2,6,5,1,707,0.97,6,0.008,0.022,10518564019,10518564019,3,658,27,1,685,6,6,10
1999,293,97,145,2,75,5,2,15528,0.97,54,0.012,0.018,281135,281135,3,14484,558,1,15042,193,193,218
761,110,97,146,2,18,5,1,6026,0.975,7,0.007,0.018,1703309,1703309,3,5610,260,1,5870,46,46,92
1,0,100,150,0,0,5,0,10,1.0,0,0.0,0.0,10184290567,10184290567,0,10,0,0,10,0,0,0
75,19,98,147,1,5,5,1,1577,0.98,2,0.008,0.012,11026850532,11026850532,2,1526,19,1,1545,13,13,14
0,0,100,150,0,0,5,0,66,1.0,0,0.0,0.0,11453910946,11453910946,0,66,0,0,66,0,0,0
1,0,100,150,0,0,5,0,17,1.0,0,0.0,0.0,11928026348,11928026348,0,17,0,0,17,0,0,0
40,20,99,148,1,3,5,0,1818,0.986,0,0.003,0.011,1083688243,1083688243,2,1756,35,0,1791,7,7,17
4,1,96,144,2,0,5,3,56,0.966,0,0.017,0.017,1478351246,1478351246,3,52,2,2,54,1,1,1
1,0,100,150,0,0,5,0,17,1.0,0,0.0,0.0,11197041735,11197041735,0,17,0,0,17,0,0,0
1023,207,97,144,2,56,5,2,8346,0.965,27,0.011,0.024,3170210,3170210,4,7672,368,1,8040,99,99,151
4,0,100,150,0,0,5,0,1785,0.999,0,0.001,0.0,1557291785,1557291785,0,1775,8,0,1783,2,2,0
6,0,100,150,0,0,5,0,136,1.0,0,0.0,0.0,11158816462,11158816462,0,136,0,0,136,0,0,0
48,5,97,145,1,2,5,3,354,0.967,6,0.019,0.014,11221621742,11221621742,2,333,9,2,342,7,7,3
0,0,100,150,0,0,5,0,2,1.0,0,0.0,0.0,11325438151,11325438151,0,2,0,0,2,0,0,0
0,50,99,149,1,18,5,0,6637,0.99,3,0.003,0.007,10491416466,10491416466,1,6511,52,0,6563,24,24,32
214,41,97,146,2,9,5,1,1736,0.968,19,0.009,0.023,10494606748,10494606748,3,1632,47,1,1679,16,16,32
6,0,100,150,0,0,5,0,66,1.0,0,0.0,0.0,11209291064,11209291064,0,66,0,0,66,0,0,0
74,11,96,143,2,1,5,3,456,0.955,4,0.021,0.024,3759765,3759765,4,415,20,2,435,10,10,10
2,0,94,141,0,0,5,9,17,0.942,1,0.058,0.0,1431267,1431267,0,16,0,6,16,1,1,0
23,1,92,138,3,0,5,8,39,0.924,0,0.051,0.025,11294307143,11294307143,4,36,0,5,36,2,2,1
127,36,96,144,3,6,5,2,1345,0.963,7,0.011,0.026,10046777492,10046777492,4,1238,56,1,1294,15,15,30
5,1,98,147,2,0,5,0,49,0.98,0,0.0,0.02,11290481821,11290481821,3,47,1,0,48,0,0,1
10,131,97,146,2,31,5,2,8682,0.975,2,0.01,0.015,1059431829,1059431829,2,8276,186,1,8462,89,89,100
7426,1221,97,145,2,292,5,2,51780,0.965,62,0.012,0.023,1059238,1059238,3,47327,2563,1,49890,669,669,929
102,35,100,150,0,7,5,0,10335,0.995,2,0.002,0.003,1586421647,1586421647,0,10214,57,0,10271,29,29,28
2,0,100,150,0,0,5,0,22,1.0,0,0.0,0.0,10386638359,10386638359,0,21,1,0,22,0,0,0
24,0,98,148,0,0,5,2,122,0.984,3,0.016,0.0,10561778273,10561778273,0,118,2,2,120,2,2,0
5,0,100,150,0,0,5,0,22,1.0,0,0.0,0.0,1431275,1431275,0,20,2,0,22,0,0,0
204,132,91,137,5,36,5,6,2877,0.918,1,0.037,0.045,1062781707,1062781707,7,2439,199,4,2638,107,107,96
161,33,95,142,3,8,5,3,967,0.947,5,0.019,0.034,3640659,3640659,5,870,45,2,915,19,19,25
3053,868,97,145,2,174,5,2,39371,0.967,73,0.011,0.022,2194752,2194752,3,35222,2836,1,38058,445,445,694
1,17,100,150,0,5,5,0,4371,0.996,3,0.001,0.003,1218901090,1218901090,0,4316,32,0,4348,6,6,12
65,6,97,146,2,2,5,1,318,0.973,4,0.009,0.018,2725689,2725689,3,297,12,1,309,3,3,4
47,2,100,148,0,0,5,1,475,0.992,0,0.004,0.004,11135595936,11135595936,1,464,7,0,471,2,2,2
1587,291,97,145,2,79,5,2,13465,0.965,39,0.014,0.021,1242608,1242608,3,12342,637,1,12979,195,195,212
28,5,93,139,1,0,5,9,416,0.931,2,0.057,0.012,10115762995,10115762995,2,377,10,6,387,24,24,5
807,124,95,143,3,45,5,3,4305,0.951,61,0.021,0.028,11198595800,11198595800,4,3950,139,2,4089,92,92,79
1587,291,97,145,2,79,5,2,13465,0.965,39,0.014,0.021,1233667,1233667,3,12342,637,1,12979,195,195,212
80,13,99,148,1,4,5,0,955,0.984,4,0.003,0.013,11097653001,11097653001,2,924,15,0,939,3,3,9
3,24,99,149,1,11,5,0,4436,0.993,2,0.002,0.005,1620442845,1620442845,1,4371,31,0,4402,10,10,13
3130,442,97,147,2,96,5,1,26751,0.975,88,0.009,0.016,1304913,1304913,2,24749,1297,1,26046,263,263,346
57,45,87,129,7,12,4,10,617,0.864,0,0.064,0.072,10106614739,10106614739,11,447,85,6,532,40,40,33
53,16,96,144,3,5,5,2,599,0.961,3,0.013,0.026,1082009448,1082009448,4,544,31,1,575,8,8,11
72,13,97,147,2,3,5,1,824,0.979,3,0.006,0.015,331358,331358,2,719,87,1,806,5,5,10
3,0,100,150,0,0,5,0,30,1.0,0,0.0,0.0,1274806,1274806,0,28,2,0,30,0,0,0
220,31,98,147,1,6,5,1,2087,0.978,11,0.008,0.014,2252459,2252459,2,1952,87,1,2039,17,17,25
5,1,98,147,2,0,5,0,49,0.98,0,0.0,0.02,11290481824,11290481824,3,47,1,0,48,0,0,1
2,34,97,145,1,9,5,3,3047,0.97,4,0.019,0.011,10093060424,10093060424,2,2892,62,2,2954,59,59,25
27,61,96,145,2,24,5,2,2804,0.963,5,0.016,0.021,2762695,2762695,3,2622,75,2,2697,46,46,37
61,56,98,147,1,13,5,1,4971,0.983,0,0.006,0.011,1037993465,1037993465,2,4773,110,1,4883,32,32,43
83,184,95,142,3,51,5,3,6053,0.953,0,0.017,0.03,1013839674,1013839674,5,5312,453,2,5765,104,104,133
76,5,97,146,1,2,5,3,556,0.969,0,0.023,0.008,2234727,2234727,1,513,25,2,538,13,13,3
4,8,97,146,1,2,5,2,565,0.971,2,0.015,0.014,10635493680,10635493680,2,532,16,2,548,9,9,6
1924,517,97,145,2,119,5,2,27334,0.971,72,0.011,0.018,2195215,2195215,3,24800,1702,1,26502,315,315,398
2,0,100,150,0,0,5,0,42,1.0,0,0.0,0.0,1562117855,1562117855,0,42,0,0,42,0,0,0
9,1,98,147,1,1,5,2,164,0.982,1,0.012,0.006,1344681063,1344681063,1,159,2,1,161,2,2,0
36,2,100,149,0,2,5,0,431,0.994,1,0.002,0.004,10957741831,10957741831,1,424,4,0,428,1,1,0
2,0,100,150,0,0,5,0,22,1.0,1,0.0,0.0,1431378,1431378,0,21,1,0,22,0,0,0
3413,630,95,143,3,176,5,3,23473,0.956,119,0.018,0.026,3784083,3784083,4,21488,930,2,22418,425,425,454
8,1,98,148,1,0,5,1,113,0.984,0,0.008,0.008,1478307271,1478307271,1,106,5,1,111,1,1,1
530,90,96,145,2,21,5,2,4390,0.964,25,0.016,0.02,2752622,2752622,3,4057,172,2,4229,71,71,69
215,55,93,141,4,7,5,4,1568,0.94,8,0.025,0.035,2939682,2939682,5,1395,78,3,1473,40,40,48
1566,295,96,144,2,83,5,2,11930,0.961,36,0.015,0.024,1312510,1312510,4,10876,580,2,11456,179,179,212
79,6,97,146,1,0,5,2,478,0.972,4,0.016,0.012,10048308585,10048308585,2,435,29,2,464,8,8,6
11,1,98,148,2,1,5,0,65,0.985,0,0.0,0.015,11088307094,11088307094,2,62,2,0,64,0,0,0
29,1,99,149,0,0,5,1,951,0.992,2,0.007,0.001,10052794181,10052794181,0,929,14,1,943,7,7,1
4,0,100,150,0,0,5,0,165,1.0,0,0.0,0.0,11616443418,11616443418,0,163,2,0,165,0,0,0
20,94,96,145,2,28,5,2,4251,0.962,46,0.016,0.022,10491744574,10491744574,3,3965,121,2,4086,71,71,66
4,0,100,150,0,0,5,0,307,1.0,0,0.0,0.0,11006996267,11006996267,0,306,1,0,307,0,0,0
2190,471,97,144,2,124,5,2,18967,0.965,38,0.011,0.024,1749270,1749270,4,17181,1100,1,18281,215,215,347
660,209,94,141,3,63,5,4,6048,0.938,13,0.028,0.034,1815609,1815609,5,5267,399,3,5666,173,173,146
364,78,95,144,3,19,5,2,3105,0.959,5,0.016,0.025,3756955,3756955,4,2833,144,2,2977,50,50,59
629,209,96,144,3,51,5,2,8114,0.963,16,0.012,0.025,407967,407967,4,7220,586,1,7806,99,99,158
175,190,91,136,5,57,5,6,3764,0.909,2,0.041,0.05,10113389540,10113389540,8,3188,229,4,3417,157,157,133
672,276,94,142,4,64,5,3,7676,0.948,5,0.017,0.035,1559192,1559192,5,6623,644,2,7267,133,133,212
1080,216,95,143,3,59,5,3,7728,0.951,11,0.022,0.027,2111520,2111520,4,6975,364,2,7339,173,173,157
22,16,96,143,3,5,5,2,498,0.956,1,0.012,0.032,1002962573,1002962573,5,403,73,1,476,6,6,11
0,0,100,150,0,0,5,0,4,1.0,0,0.0,0.0,3929512,3929512,0,4,0,0,4,0,0,0
145,29,95,143,3,6,5,3,1064,0.95,7,0.023,0.027,10241765237,10241765237,4,968,42,2,1010,25,25,23
7469,1617,97,145,2,374,5,2,67502,0.966,140,0.011,0.023,1088849,1088849,3,61332,3747,1,65079,806,806,1243
10,2,92,138,2,0,5,9,115,0.923,0,0.06,0.017,1807509582,1807509582,3,106,0,6,106,7,7,2
148,21,97,145,2,4,5,2,880,0.965,0,0.012,0.023,1274985,1274985,3,785,63,1,848,11,11,17
88,6,98,146,1,0,5,2,438,0.974,2,0.013,0.013,10260331727,10260331727,2,404,22,1,426,6,6,6
6,0,99,149,0,0,5,1,148,0.994,0,0.006,0.0,10268301771,10268301771,0,145,2,1,147,1,1,0
364,78,95,144,3,19,5,2,3105,0.959,5,0.016,0.025,4164820,4164820,4,2833,144,2,2977,50,50,59
3,0,100,150,0,0,5,0,16,1.0,0,0.0,0.0,11384460322,11384460322,0,16,0,0,16,0,0,0
23,2,96,144,2,0,5,3,117,0.966,0,0.017,0.017,10147221748,10147221748,3,106,7,2,113,2,2,2
437,43,97,145,1,12,5,3,3612,0.972,8,0.017,0.011,3658014,3658014,2,3359,148,2,3507,62,62,31
285,43,96,144,3,8,5,1,1409,0.963,11,0.007,0.03,3760698,3760698,5,1268,88,1,1356,10,10,35
52,3,98,147,1,1,5,1,208,0.977,0,0.009,0.014,1431442,1431442,2,193,10,1,203,2,2,2
37,40,91,138,7,9,5,2,572,0.916,1,0.015,0.069,1001946,1001946,10,461,62,2,523,9,9,31
60,8,98,148,1,2,5,1,1054,0.986,0,0.007,0.007,1443631215,1443631215,1,1026,12,1,1038,8,8,6
31,8,95,142,3,2,5,3,231,0.949,1,0.017,0.034,1801306201,1801306201,5,207,12,2,219,4,4,6
69,27,95,143,3,6,5,2,894,0.955,0,0.015,0.03,1150659599,1150659599,5,804,49,2,853,14,14,21
1,0,100,150,0,0,5,0,69,1.0,0,0.0,0.0,11744315595,11744315595,0,68,1,0,69,0,0,0
25,3,96,145,2,0,5,2,126,0.962,1,0.015,0.023,3699157,3699157,3,113,8,2,121,2,2,3
12,1,98,147,2,0,5,0,44,0.978,1,0.0,0.022,11175363010,11175363010,3,42,1,0,43,0,0,1
922,135,95,144,3,45,5,2,5259,0.96,23,0.015,0.025,3466270,3466270,4,4901,144,2,5045,79,79,90
29,1,99,149,0,0,5,1,951,0.992,2,0.007,0.001,10642847637,10642847637,0,929,14,1,943,7,7,1
8,1,97,146,3,0,5,0,34,0.971,0,0.0,0.029,2483853,2483853,4,33,0,0,33,0,0,1
26,9,93,139,6,5,5,2,142,0.923,1,0.014,0.063,11005403464,11005403464,9,126,5,1,131,2,2,4
2060,628,96,144,3,119,5,2,21526,0.961,33,0.01,0.029,1709829,1709829,4,18918,1747,1,20665,233,233,509
647,177,95,142,3,32,5,3,5769,0.953,3,0.017,0.03,1804353,1804353,5,5151,339,2,5490,102,102,145
1005,218,97,144,2,40,5,2,8849,0.966,18,0.01,0.024,3302675,3302675,4,8004,533,1,8537,94,94,178
18,3,99,148,1,3,5,0,255,0.989,0,0.0,0.011,11021957740,11021957740,2,251,1,0,252,0,0,0
3416,1116,96,144,3,267,5,2,41187,0.96,76,0.013,0.027,2209904,2209904,4,36918,2593,1,39511,560,560,849
3528,570,95,142,3,159,5,3,18894,0.952,83,0.018,0.03,4089522,4089522,5,17277,698,2,17975,349,349,411
38,1,100,150,0,1,5,0,391,0.996,2,0.002,0.002,11065924783,11065924783,0,379,10,0,389,1,1,0
1924,517,97,145,2,119,5,2,27334,0.971,72,0.011,0.018,996810,996810,3,24800,1702,1,26502,315,315,398
63,26,98,148,1,6,5,1,3104,0.987,0,0.005,0.008,1374955178,1374955178,1,3003,58,1,3061,17,17,20
10,3,96,143,3,1,5,2,94,0.959,0,0.01,0.031,10992560770,10992560770,5,85,5,1,90,1,1,2
29,3,99,148,1,1,5,1,498,0.99,0,0.004,0.006,1234358878,1234358878,1,480,13,0,493,2,2,2
57,16,99,148,1,3,5,1,1962,0.988,2,0.004,0.008,1273826389,1273826389,1,1910,27,0,1937,9,9,13
1423,235,95,144,3,81,5,2,8748,0.959,64,0.015,0.026,2993407,2993407,4,8069,309,2,8378,135,135,154
2023,331,97,145,2,83,5,2,15888,0.969,62,0.011,0.02,1088858,1088858,3,14534,835,1,15369,188,188,248
56,21,91,137,6,2,5,4,354,0.913,0,0.028,0.059,1590183,1590183,9,310,13,3,323,10,10,19
76,28,99,148,0,7,5,1,5808,0.991,2,0.005,0.004,1805768202,1805768202,1,5704,45,1,5749,31,31,21
761,110,97,146,2,18,5,1,6026,0.975,7,0.007,0.018,1703326,1703326,3,5610,260,1,5870,46,46,92
3,0,100,150,0,0,5,0,71,1.0,0,0.0,0.0,11159705894,11159705894,0,71,0,0,71,0,0,0
334,39,97,146,2,14,5,1,1767,0.972,3,0.006,0.022,2234016,2234016,3,1619,98,1,1717,11,11,25
2608,297,97,145,2,83,5,2,14628,0.966,91,0.014,0.02,3528180,3528180,3,13634,491,1,14125,206,206,214
586,107,97,145,2,30,5,2,5696,0.97,25,0.012,0.018,10361377159,10361377159,3,5325,195,1,5520,69,69,77
28,1,98,147,1,0,5,2,154,0.982,0,0.012,0.006,10670687910,10670687910,1,147,4,1,151,2,2,1
3053,868,97,145,2,174,5,2,39371,0.967,73,0.011,0.022,303578,303578,3,35222,2836,1,38058,445,445,694
6,1,99,149,1,0,5,0,143,0.994,0,0.0,0.006,11082355634,11082355634,1,140,2,0,142,0,0,1
215,55,93,141,4,7,5,4,1568,0.94,8,0.025,0.035,2939968,2939968,5,1395,78,3,1473,40,40,48
162,29,98,146,1,12,5,2,2601,0.975,4,0.014,0.011,1772658257,1772658257,2,2490,43,1,2533,39,39,17
365,36,96,144,2,11,5,3,1604,0.961,7,0.017,0.022,2585054,2585054,3,1496,44,2,1540,28,28,25
22,6,98,148,1,1,5,1,840,0.984,6,0.009,0.007,11081760084,11081760084,1,805,21,1,826,8,8,5
9,0,100,150,0,0,5,0,47,1.0,0,0.0,0.0,1724876199,1724876199,0,46,1,0,47,0,0,0
364,78,95,144,3,19,5,2,3105,0.959,5,0.016,0.025,4186830,4186830,4,2833,144,2,2977,50,50,59
57,3,99,147,1,2,5,1,240,0.984,1,0.004,0.012,1431353,1431353,2,226,10,0,236,1,1,1
6,0,100,150,0,0,5,0,40,1.0,0,0.0,0.0,11290392651,11290392651,0,40,0,0,40,0,0,0
542,1643,95,144,3,388,5,2,63603,0.96,3,0.015,0.025,1211267,1211267,4,57980,2999,2,60979,981,981,1255
15,1,96,144,2,0,5,3,50,0.96,0,0.02,0.02,10678083410,10678083410,3,44,4,2,48,1,1,1
5,1,98,148,2,0,5,0,64,0.985,0,0.0,0.015,10537703111,10537703111,2,57,6,0,63,0,0,1
1528,186,97,147,2,47,5,1,11973,0.977,29,0.008,0.015,1865331,1865331,2,11293,398,1,11691,96,96,139
110,90,98,146,1,24,5,2,6401,0.976,2,0.01,0.014,1309932646,1309932646,2,6138,108,1,6246,65,65,66
1,25,97,146,1,7,5,3,3077,0.974,28,0.018,0.008,11203613353,11203613353,1,2942,53,2,2995,57,57,18
84,6,99,148,1,3,5,0,450,0.985,4,0.002,0.013,10807001736,10807001736,2,434,9,0,443,1,1,3
5,1,98,147,2,0,5,0,49,0.98,0,0.0,0.02,11290481820,11290481820,3,47,1,0,48,0,0,1
91,24,98,147,1,8,5,1,2203,0.981,0,0.009,0.01,1577701774,1577701774,2,2118,39,1,2157,22,22,16
3053,868,97,145,2,174,5,2,39371,0.967,73,0.011,0.022,265444,265444,3,35222,2836,1,38058,445,445,694
55,9,98,147,2,4,5,0,412,0.977,3,0.002,0.021,10223059884,10223059884,3,393,9,0,402,1,1,5
36,2,100,149,0,2,5,0,431,0.994,1,0.002,0.004,10957741832,10957741832,1,424,4,0,428,1,1,0
23,2,97,146,1,0,5,2,180,0.973,1,0.016,0.011,1733899046,1733899046,2,170,5,2,175,3,3,2
59,11,97,144,2,4,5,2,451,0.963,4,0.013,0.024,1807498610,1807498610,4,412,22,1,434,6,6,7
2060,628,96,144,3,119,5,2,21526,0.961,33,0.01,0.029,2236637,2236637,4,18918,1747,1,20665,233,233,509
13063,2807,97,145,2,660,5,2,139038,0.97,207,0.01,0.02,3745429,3745429,3,126823,8014,1,134837,1394,1394,2147
57,30,98,148,1,8,5,1,3596,0.986,0,0.006,0.008,1384783749,1384783749,1,3505,38,1,3543,23,23,22
23,22,94,141,4,6,5,3,544,0.942,3,0.018,0.04,1002962638,1002962638,6,452,60,2,512,10,10,16
242,27,96,145,3,6,5,1,1053,0.967,5,0.008,0.025,3022873,3022873,4,973,44,1,1017,9,9,21
57,3,99,147,1,2,5,1,240,0.984,1,0.004,0.012,2900034,2900034,2,226,10,0,236,1,1,1
1390,281,97,145,2,54,5,2,15523,0.971,30,0.011,0.018,933638,933638,3,14306,763,1,15069,173,173,227
344,192,95,142,4,52,5,2,4397,0.943,14,0.014,0.043,1090518,1090518,6,3777,363,1,4140,65,65,140
345,520,91,137,6,127,5,4,8739,0.914,3,0.027,0.059,1021533785,1021533785,9,7103,880,3,7983,236,236,393
7426,1221,97,145,2,292,5,2,51780,0.965,62,0.012,0.023,1059228,1059228,3,47327,2563,1,49890,669,669,929
74,11,96,143,2,1,5,3,456,0.955,4,0.021,0.024,3684423,3684423,4,415,20,2,435,10,10,10
5,0,100,150,0,0,5,0,37,1.0,0,0.0,0.0,3981024,3981024,0,35,2,0,37,0,0,0
27,0,100,150,0,0,5,0,140,1.0,0,0.0,0.0,11465362413,11465362413,0,140,0,0,140,0,0,0
6,1,100,148,0,0,5,1,221,0.992,1,0.004,0.004,11607385560,11607385560,1,219,0,0,219,1,1,1
186,19,97,145,2,6,5,2,1006,0.97,4,0.012,0.018,2993135,2993135,3,946,28,1,974,13,13,13
3842,1550,96,144,3,340,5,2,56821,0.962,53,0.011,0.027,313975,313975,4,48915,5686,1,54601,670,670,1210
63,35,98,147,1,14,5,1,2927,0.982,2,0.007,0.011,1324783181,1324783181,2,2813,56,1,2869,23,23,21
761,142,95,142,3,38,5,3,4496,0.95,10,0.019,0.031,1806205393,1806205393,5,4030,237,2,4267,87,87,104
25,5,96,144,3,0,5,2,199,0.965,1,0.01,0.025,1597184929,1597184929,4,183,9,1,192,2,2,5
437,43,97,145,1,12,5,3,3612,0.972,8,0.017,0.011,3167478,3167478,2,3359,148,2,3507,62,62,31
402,78,98,147,1,18,5,1,5405,0.981,4,0.005,0.014,423385,423385,2,5003,296,1,5299,28,28,60
1595,233,97,147,2,66,5,1,14832,0.976,115,0.009,0.015,3564034,3564034,2,13910,543,1,14453,146,146,167
83,35,95,142,3,8,5,3,1127,0.949,3,0.02,0.031,1150918984,1150918984,5,1002,67,2,1069,23,23,27
1566,295,96,144,2,83,5,2,11930,0.961,36,0.015,0.024,1419320,1419320,4,10876,580,2,11456,179,179,212
87,5,97,146,1,3,5,2,386,0.973,3,0.015,0.012,3278373,3278373,2,363,12,2,375,6,6,2
2351,647,97,146,2,119,5,1,29040,0.969,58,0.009,0.022,1844790,1844790,3,25837,2281,1,28118,275,275,528
128,19,99,147,1,3,5,1,1296,0.982,8,0.004,0.014,1741025325,1741025325,2,1245,26,0,1271,6,6,16
23,8,93,140,5,5,5,3,170,0.93,1,0.023,0.047,10032711092,10032711092,7,155,3,2,158,4,4,3
3130,442,97,147,2,96,5,1,26751,0.975,88,0.009,0.016,1304920,1304920,2,24749,1297,1,26046,263,263,346
602,134,96,144,3,30,5,2,5057,0.961,16,0.013,0.026,2452587,2452587,4,4580,274,1,4854,69,69,104
2190,471,97,144,2,124,5,2,18967,0.965,38,0.011,0.024,1709819,1709819,4,17181,1100,1,18281,215,215,347
12,1,100,150,0,0,5,0,254,0.994,0,0.003,0.003,10804102077,10804102077,0,251,1,0,252,1,1,1
2608,297,97,145,2,83,5,2,14628,0.966,91,0.014,0.02,3528178,3528178,3,13634,491,1,14125,206,206,214
3740,1123,97,145,2,274,5,2,47387,0.965,88,0.012,0.023,1101239,1101239,3,42286,3364,1,45650,614,614,849
1386,322,96,144,3,89,5,2,11675,0.96,20,0.013,0.027,1297106,1297106,4,10544,647,1,11191,162,162,233
265,31,97,145,2,5,5,2,1353,0.964,16,0.014,0.022,3294128,3294128,3,1257,46,1,1303,19,19,26
892,217,96,144,3,45,5,2,7266,0.959,10,0.012,0.029,1083892,1083892,4,6470,487,1,6957,92,92,172
385,32,98,147,1,5,5,1,2408,0.98,4,0.007,0.013,10412483063,10412483063,2,2295,64,1,2359,17,17,27
220,31,98,147,1,6,5,1,2087,0.978,11,0.008,0.014,2252815,2252815,2,1952,87,1,2039,17,17,25
402,63,94,142,3,15,5,4,2432,0.948,3,0.027,0.025,2222643,2222643,4,2213,89,3,2302,67,67,48
6,0,100,150,0,0,5,0,62,1.0,0,0.0,0.0,10393764469,10393764469,0,59,3,0,62,0,0,0
1628,207,96,145,2,59,5,2,9555,0.963,74,0.016,0.021,2986355,2986355,3,8912,278,2,9190,158,158,148
1094,162,96,144,3,51,5,2,6466,0.961,75,0.014,0.025,3981034,3981034,4,5973,238,1,6211,93,93,111
70,102,94,142,4,20,5,3,2765,0.947,4,0.017,0.036,1015268787,1015268787,5,2292,323,2,2615,48,48,82
107,13,100,150,0,9,5,0,4048,0.996,6,0.001,0.003,10191395057,10191395057,0,3985,43,0,4028,7,7,4
4,0,100,150,0,0,5,0,152,1.0,1,0.0,0.0,10876835825,10876835825,0,152,0,0,152,0,0,0
7469,1617,97,145,2,374,5,2,67502,0.966,140,0.011,0.023,962920,962920,3,61332,3747,1,65079,806,806,1243
1423,235,95,144,3,81,5,2,8748,0.959,64,0.015,0.026,1624358,1624358,4,8069,309,2,8378,135,135,154
11,2,93,140,3,1,5,6,76,0.935,1,0.039,0.026,10185936561,10185936561,4,69,2,4,71,3,3,1
191,216,95,142,4,59,5,2,5328,0.947,0,0.013,0.04,1001853281,1001853281,6,4247,792,1,5039,73,73,157
198,27,96,144,2,9,5,3,1510,0.966,5,0.017,0.017,1487081388,1487081388,3,1374,83,2,1457,26,26,18
152,35,96,144,4,7,5,0,927,0.96,3,0.003,0.037,3022845,3022845,6,849,40,0,889,3,3,28
2023,331,97,145,2,83,5,2,15888,0.969,62,0.011,0.02,962924,962924,3,14534,835,1,15369,188,188,248
152,35,96,144,4,7,5,0,927,0.96,3,0.003,0.037,3022869,3022869,6,849,40,0,889,3,3,28
37,4,95,143,3,1,5,3,158,0.957,2,0.018,0.025,4264426,4264426,4,142,9,2,151,3,3,3
110,66,96,145,3,7,5,1,2578,0.967,0,0.008,0.025,1144308,1144308,4,2330,160,1,2490,22,22,59
1423,235,95,144,3,81,5,2,8748,0.959,64,0.015,0.026,3890372,3890372,4,8069,309,2,8378,135,135,154
